row ID,price_doc
Row3,13763556.606222438
Row6,6126187.156817038
Row11,4787062.119890908
Row12,6623505.843747668
Row14,5887944.183244572
Row17,5266221.787535881
Row19,5438492.369136855
Row23,4982263.435258632
Row29,5308963.605339882
Row33,4878210.567323259
Row34,55771754.18372143
Row36,5466276.734715932
Row39,54959895.1212593
Row42,56739749.72077665
Row48,5448177.341533182
Row51,5953909.823199085
Row52,5322049.986872624
Row55,5580532.163515232
Row62,5648496.175198194
Row63,5626763.59324176
Row71,7103412.606683168
Row73,5546392.430898111
Row75,5668968.142094238
Row78,7406799.798401892
Row79,16553331.293326445
Row80,5536429.014781501
Row81,5056170.568468823
Row83,10103653.782637294
Row84,6937566.966034151
Row88,6472151.041961351
Row92,6230918.249556409
Row93,7491794.310591897
Row96,5709009.526691893
Row97,5388127.334280819
Row99,11716352.68563098
Row100,5191634.432573581
Row102,5731494.685981131
Row104,5863467.1550876135
Row105,4944508.4672280615
Row109,11665440.536185052
Row113,6383323.602492195
Row115,5493251.712408666
Row117,7295240.356372666
Row120,5826161.728519056
Row126,6576298.696054357
Row127,5731494.685981131
Row128,7251089.62187666
Row129,6541195.413721012
Row130,4880903.221637867
Row132,5669947.395689947
Row133,6598257.362121156
Row141,5414726.845882682
Row144,5339154.452517899
Row146,15683968.724920051
Row150,4866532.427149164
Row152,55851972.546047054
Row156,6642620.933217096
Row157,7725928.460036848
Row158,9864155.656725708
Row159,4765834.280725045
Row171,55933259.37959972
Row178,16044500.641210146
Row180,11478884.34001214
Row182,54884371.60479548
Row186,4848745.054350186
Row191,5334439.5012014825
Row193,5648496.175198194
Row199,21431563.238821097
Row200,6711132.4708417645
Row201,4532152.099637921
Row203,14250529.878293209
Row208,6669566.034495489
Row210,6830350.536739405
Row212,6391020.389809001
Row222,11127144.371095683
Row223,5129247.498037008
Row227,4854761.670318538
Row237,5283692.035448026
Row242,5196414.038469397
Row244,5574301.099556313
Row245,18773294.9443354
Row248,9621323.495953748
Row251,14449377.773256416
Row259,4974148.992408856
Row261,5529620.014069305
Row265,5422946.297769995
Row280,7363516.374806277
Row286,6606401.378102393
Row293,14223149.671024216
Row295,5686713.312443402
Row298,6642620.933217096
Row299,6005368.372128211
Row308,14198260.53202978
Row309,60396515.69096708
Row313,3184601.871310086
Row316,12416228.16410292
Row333,56022872.14289569
Row335,7295240.356372666
Row336,5476479.295579859
Row342,5325889.550461246
Row356,7494511.321524075
Row358,53046078.07636938
Row364,11725390.255386695
Row365,10204055.216116626
Row373,7524053.788125021
Row382,5339154.452517899
Row385,5379030.2689506905
Row386,5731494.685981131
Row394,10053378.639134306
Row396,7779069.178526293
Row399,7657572.169033467
Row401,54274337.52566187
Row402,57989966.82745499
Row406,7335815.243296708
Row407,7549493.375104898
Row412,7487286.707068612
Row415,5614956.259050125
Row416,4428617.901314918
Row417,5379821.050529801
Row418,5333865.220901273
Row420,56820176.01963332
Row424,6893639.314626246
Row425,53111176.06359811
Row428,58300417.01612751
Row429,7621875.592101475
Row431,56017561.26159546
Row434,14051758.032990782
Row436,5176867.345368457
Row441,23203715.077308454
Row449,6485080.733384107
Row456,5651460.254803654
Row468,49045756.41817039
Row471,5256918.606135527
Row476,5473685.331019808
Row482,5597223.315339336
Row483,4579115.763857844
Row484,5633672.882004677
Row485,4697390.252563869
Row486,5569175.22330906
Row488,5559085.527042378
Row489,11426126.052420111
Row490,5460585.498261925
Row492,4748302.402009796
Row500,7181601.596477986
Row502,7077144.970714117
Row513,6623505.843747668
Row515,59108119.1862085
Row519,5519299.364133919
Row521,5678353.967491685
Row527,5110569.445463655
Row530,58312369.901456825
Row538,5678353.967491685
Row541,14511192.146797532
Row545,56113350.607583545
Row547,5580532.163515232
Row555,5529809.036113454
Row556,4778532.974323979
Row560,7406799.798401892
Row565,4937842.119341981
Row569,10129521.832343422
Row573,53759094.1345699
Row576,6172497.523460458
Row581,5526999.165705368
Row584,5595182.340512634
Row595,5284467.751733921
Row599,5398112.921145092
Row612,21412224.531363785
Row619,6818580.628907111
Row620,5054679.161421786
Row631,16755205.96523827
Row632,5211141.801363428
Row633,6687147.183434633
Row635,6109421.240063584
Row639,6603244.821064392
Row642,7132711.898595442
Row646,5385261.332909609
Row649,16306861.368825477
Row651,12642885.215377873
Row652,5226117.07602751
Row653,4734250.959184083
Row658,23084446.636859145
Row661,5429942.418396618
Row663,23135358.786305077
Row667,5090579.59006247
Row674,5547407.386868281
Row676,7779069.178526293
Row681,52018610.47958282
Row683,6673468.97069836
Row684,52976555.940320544
Row685,58682239.17986242
Row686,18675473.140358947
Row695,6969035.93526483
Row699,7335815.243296708
Row704,4891710.659575423
Row711,9857924.592766788
Row714,6739384.050336774
Row719,5128907.371898824
Row722,4997479.007772568
Row725,5633672.882004677
Row727,5448570.6269216575
Row728,5116917.626166815
Row734,5546392.430898111
Row736,7497352.552869531
Row739,5791276.082242233
Row741,54318097.27144201
Row742,56705725.43799944
Row745,57531156.13775975
Row752,6762900.174836479
Row756,7631549.158581976
Row759,7174063.310848335
Row760,6437153.557948262
Row762,57914883.97405664
Row766,5981899.756861988
Row770,6527761.794224597
Row773,51831584.94730629
Row776,7690179.94827573
Row785,6814549.342052352
Row790,5371748.202840488
Row795,4760613.645547753
Row801,23203715.077308454
Row805,5599190.238550749
Row806,5400006.282410849
Row809,10399239.359237008
Row812,5678353.967491685
Row816,5050619.7262620125
Row823,6419353.234308711
Row828,5633672.882004677
Row831,7010106.341876321
Row836,4839777.37448869
Row840,55207993.125145294
Row842,5678353.967491685
Row843,5449703.2953950185
Row847,6566870.019328401
Row852,5574301.099556313
Row858,6519037.433554096
Row861,10041892.976392752
Row864,58959279.06677539
Row866,9596942.13137053
Row867,5505944.808552932
Row868,7343261.793054116
Row869,14393958.111171784
Row876,9600707.823206902
Row878,5036056.202638853
Row887,6159685.683700887
Row888,5437988.754087816
Row889,5678353.967491685
Row892,7607563.871174844
Row893,10068264.391688343
Row894,7525217.347051417
Row898,5179206.886995128
Row899,6540507.332964731
Row902,5678353.967491685
Row904,5529620.014069305
Row906,7657572.169033467
Row907,5678353.967491685
Row909,5475801.07077586
Row911,4773479.474583888
Row912,58746284.0817307
Row915,4731148.13257468
Row917,5035291.145971149
Row921,56236573.400510855
Row926,11633354.174848042
Row939,5000646.6346450085
Row940,5360208.809670335
Row943,56361863.69001721
Row944,7673130.65238421
Row945,5565894.527754574
Row951,10105846.626827048
Row968,9562701.910606056
Row969,7717521.888235109
Row970,23626196.093937986
Row973,5342983.826879395
Row976,5447550.593737923
Row984,7263685.953275702
Row985,52957325.2049034
Row986,10105846.626827048
Row987,6656099.594070257
Row990,4658279.492798781
Row993,4589923.2017954
Row994,7517144.499362104
Row996,7741197.093751482
Row997,23626196.093937986
Row998,24844057.84684625
Row1002,5599740.686536189
Row1005,7725928.460036848
Row1007,5401213.71581356
Row1008,7295160.083802897
Row1009,16382799.343564987
Row1011,11597988.096768975
Row1013,5512175.872511851
Row1018,6793217.916862291
Row1021,6162561.958553028
Row1023,10076381.113853976
Row1025,4908016.548747828
Row1027,5046863.640576409
Row1034,19739600.505866103
Row1035,47897012.08161658
Row1037,7440882.16114597
Row1038,11337036.77519478
Row1039,56420460.63666959
Row1040,5599190.238550749
Row1042,7657572.169033467
Row1048,56395755.02128949
Row1051,7051637.440300526
Row1054,5469570.006816941
Row1061,5526826.049509253
Row1065,57522599.107062645
Row1066,6525684.039771214
Row1069,10020498.943328137
Row1071,14340811.898675043
Row1073,10914444.436463691
Row1079,11564997.88384466
Row1080,52770018.52098586
Row1090,4867403.129385703
Row1100,4981296.859367044
Row1101,5491302.588773376
Row1107,4841835.765587268
Row1110,58998804.95119098
Row1111,50197858.60708487
Row1113,35687315.1762185
Row1114,4790635.682561685
Row1115,5651460.254803654
Row1120,5614956.259050125
Row1121,4970585.295084536
Row1122,6199949.031790059
Row1132,5469570.006816941
Row1134,5669947.395689947
Row1142,6787269.193219221
Row1143,5043937.005699889
Row1151,14528541.502197351
Row1153,10050983.515050735
Row1156,5157564.757865727
Row1158,53223200.98882769
Row1159,60272171.40169555
Row1160,11528623.08210867
Row1164,6807062.116536156
Row1174,23626196.093937986
Row1176,10850229.26365664
Row1177,4809329.999909168
Row1180,22462410.4023137
Row1182,8046823.604806971
Row1190,6538961.350670198
Row1196,11543943.526692225
Row1197,7779069.178526293
Row1201,10240430.017852616
Row1203,10395489.82139155
Row1207,11716352.68563098
Row1208,7594981.879413444
Row1220,4754103.657877496
Row1225,49126093.848293126
Row1233,5566958.51695714
Row1237,10572358.25402806
Row1238,7725928.460036848
Row1239,7901308.158556249
Row1252,57146856.19237037
Row1257,4617371.821096531
Row1262,9475445.121877702
Row1268,5678353.967491685
Row1271,11611621.592891607
Row1278,4893426.139837195
Row1279,6500069.5665718345
Row1282,11769493.404120425
Row1283,4771006.136361948
Row1284,10308786.308855996
Row1288,14412970.350776806
Row1289,23626196.093937986
Row1291,11618138.602334106
Row1293,56366174.31451786
Row1296,6970914.150435843
Row1301,59615519.38283114
Row1302,5971549.00437352
Row1303,4876327.188432402
Row1305,6470605.059666817
Row1306,6981065.970280132
Row1310,6162561.958553028
Row1311,5343764.769252935
Row1312,5571200.304887844
Row1318,7308022.230556035
Row1320,5332120.614420164
Row1321,5322049.986872624
Row1328,5009300.230886709
Row1330,7542033.638356539
Row1332,7785878.17923849
Row1333,57126448.18590426
Row1334,6978517.4289314505
Row1335,56627998.79691892
Row1336,4968671.42593359
Row1344,5546599.968046744
Row1345,6739384.050336774
Row1353,4537783.186473708
Row1354,6698141.911220658
Row1355,7606660.01958754
Row1356,5358269.541987327
Row1357,6795551.545774836
Row1362,5479051.0958649
Row1365,5573622.874752314
Row1374,7717974.313622507
Row1375,5678353.967491685
Row1376,54397305.06283859
Row1379,37078594.92043814
Row1380,57691325.65987307
Row1381,6900674.9178346265
Row1385,4664510.5567577
Row1389,11716352.68563098
Row1392,7725928.460036848
Row1394,5050619.7262620125
Row1395,4762332.360734154
Row1397,5110569.445463655
Row1405,57065319.69981025
Row1413,5914731.457012675
Row1416,5469570.006816941
Row1420,5406237.346369768
Row1421,10123290.768384503
Row1423,52984591.7043454
Row1428,7842574.144870774
Row1429,6598257.362121156
Row1433,53068775.6870464
Row1439,5512175.872511851
Row1440,7715671.470084732
Row1443,5490624.363969377
Row1444,6772611.53041569
Row1451,5678353.967491685
Row1452,5731494.685981131
Row1455,11713876.148996448
Row1456,6645578.101616281
Row1457,7621197.367297476
Row1461,5505944.808552932
Row1462,5326829.59276844
Row1466,5265417.397377985
Row1468,5288999.564349822
Row1475,5530833.947547368
Row1476,5429942.418396618
Row1479,50746529.16548981
Row1488,14327880.763763588
Row1489,4780388.763346805
Row1491,6790296.199782701
Row1493,4929122.716769187
Row1496,10813651.938763734
Row1502,5565316.591001296
Row1503,5003880.249676425
Row1506,5120836.342216371
Row1509,14447098.82966123
Row1511,7344938.572340529
Row1512,10029477.720117906
Row1514,50380924.54557312
Row1516,7552841.076294095
Row1520,14294580.468948515
Row1522,54424664.15898761
Row1523,9963533.298948972
Row1526,55314085.47022434
Row1542,7068363.85449817
Row1543,6790296.199782701
Row1557,6708853.527246579
Row1559,55659901.30897634
Row1562,7319276.505646984
Row1563,5295275.189671476
Row1566,9543801.412881084
Row1567,7542033.638356539
Row1569,4710176.683320598
Row1570,7411618.084057497
Row1572,55785026.84945733
Row1573,6350356.867950656
Row1574,7553519.301098094
Row1576,13714011.841201186
Row1578,11532457.863950672
Row1579,21431563.238821097
Row1581,5041014.820944489
Row1582,6003200.180864454
Row1586,6483690.435131503
Row1587,5328281.050831542
Row1589,7343261.793054116
Row1591,6907784.798975338
Row1594,6843436.918272147
Row1597,5585165.423776619
Row1599,7295160.083802897
Row1607,54726196.56906006
Row1611,5134668.788194417
Row1615,4748302.402009796
Row1617,6414146.538215077
Row1622,9963863.118908873
Row1623,11612299.817695606
Row1625,4931815.371083795
Row1626,5258105.0653702505
Row1632,47022840.51849012
Row1633,7473677.3473531585
Row1634,6583094.31549926
Row1637,61573176.45413165
Row1644,7710712.887522913
Row1648,54646685.23172224
Row1649,10255645.590366552
Row1651,6288934.445085041
Row1655,51868631.19266453
Row1658,5424814.156400583
Row1660,14414533.901747474
Row1661,5678353.967491685
Row1668,4643063.920284845
Row1670,5678353.967491685
Row1675,5441268.052770264
Row1676,57240051.79094314
Row1680,5505944.808552932
