row ID,price_doc
Row3,12320796.967519594
Row6,6532912.798491937
Row11,5854936.218142115
Row12,6328923.54027323
Row14,6347550.4442855045
Row17,6016097.997534399
Row19,5887345.307585415
Row23,5887345.307585415
Row29,5864824.758091529
Row33,5954843.26027645
Row34,56019331.012901545
Row36,5887345.307585415
Row39,56090704.58299409
Row42,53401675.29423499
Row48,5677944.965858667
Row51,5887345.307585415
Row52,5954843.26027645
Row55,5887345.307585415
Row62,5973890.273224078
Row63,6082238.077010237
Row71,7170023.482889732
Row73,5900555.836750162
Row75,5887345.307585415
Row78,6858229.931768997
Row79,16106352.041065471
Row80,5887345.307585415
Row81,6332180.659628904
Row83,10547949.109392192
Row84,7018848.810073784
Row88,6339325.96565205
Row92,7010012.145685537
Row93,8125720.63358828
Row96,6267248.694079928
Row97,5797326.805400494
Row99,9585005.210514909
Row100,5954843.26027645
Row102,5887345.307585415
Row104,6328923.54027323
Row105,5954843.26027645
Row109,10870573.921435814
Row113,6347550.4442855045
Row115,5797326.805400494
Row117,6707055.258953045
Row120,6673435.946078094
Row126,6931947.916002261
Row127,5887345.307585415
Row128,9362350.279635586
Row129,7556452.948715908
Row130,5954843.26027645
Row132,5954843.26027645
Row133,7212806.873042928
Row141,5887345.307585415
Row144,5797326.805400494
Row146,12197732.948292917
Row150,5854936.218142115
Row152,54977790.11306113
Row156,6961803.973252872
Row157,7229872.751992142
Row158,9821583.852112878
Row159,5803472.578231472
Row171,56414972.29080089
Row178,11167465.368269632
Row180,10704500.829162415
Row182,55837378.95880483
Row186,5900555.836750162
Row191,5887345.307585415
Row193,6082238.077010237
Row199,16485790.097233592
Row200,6950723.28545526
Row201,5994662.989736199
Row203,13010773.50174754
Row208,8223896.433001325
Row210,7076084.977987195
Row212,6954416.5505858585
Row222,11999799.941365415
Row223,5677944.965858667
Row227,5041645.608937782
Row237,5887345.307585415
Row242,5677944.965858667
Row244,5807112.286348713
Row245,12976916.496963536
Row248,7788350.094973469
Row251,11859081.5662732
Row259,5439686.135016104
Row261,5900555.836750162
Row265,5887345.307585415
Row280,10546978.758464333
Row286,7005010.708981548
Row293,11595000.051752811
Row295,5954843.26027645
Row298,6938353.517633979
Row299,6354937.866952518
Row308,11667182.187984262
Row309,55626731.51596147
Row313,7336194.142680971
Row316,12047146.19408048
Row333,55280791.67777097
Row335,6802767.574144614
Row336,5887345.307585415
Row342,5887345.307585415
Row356,7798633.437875305
Row358,56323648.96255865
Row364,10583882.348783888
Row365,10698742.148378756
Row373,6790731.979077962
Row382,5954843.26027645
Row385,5874610.239039747
Row386,5954843.26027645
Row394,8272724.72244509
Row396,7264330.329925762
Row399,8125720.63358828
Row401,55433379.91457884
Row402,56435765.45715749
Row406,7487024.92357849
Row407,6529175.158976683
Row412,8301198.52121553
Row415,5677056.118165752
Row416,4906397.992462421
Row417,5954843.26027645
Row418,5961810.57400811
Row420,56260771.500891946
Row424,11019977.308924545
Row425,53486659.72792224
Row428,55830307.90513879
Row429,6653470.140348529
Row431,55072061.14405926
Row434,13152342.536533777
Row436,5954843.26027645
Row441,19462279.487967644
Row449,6900129.12705957
Row456,5887345.307585415
Row468,55551179.3943785
Row471,5668141.027210196
Row476,7274580.933349091
Row482,5887345.307585415
Row483,5852731.90495676
Row484,5887345.307585415
Row485,5973890.273224078
Row486,5954843.26027645
Row488,5954843.26027645
Row489,10265293.743857903
Row490,5887345.307585415
Row492,5954843.26027645
Row500,7038856.250691591
Row502,7487024.92357849
Row513,6347970.553220858
Row515,56046273.62663293
Row519,6273194.5824320335
Row521,5887345.307585415
Row527,5954843.26027645
Row530,55290992.51441918
Row538,5954843.26027645
Row541,15674374.543093976
Row545,56355991.11574821
Row547,5887345.307585415
Row555,7891548.012197304
Row556,4862780.514351927
Row560,6858229.931768997
Row565,6062160.942427235
Row569,8555292.268279638
Row573,56225492.40748297
Row576,6466776.330583723
Row581,5954843.26027645
Row584,5803472.578231472
Row595,5887345.307585415
Row599,5922434.17083315
Row612,18908475.90838316
Row619,5762921.697674002
Row620,5677056.118165752
Row631,12150839.340465529
Row632,5864824.758091529
Row633,6516542.972629589
Row635,6335890.85400489
Row639,6347550.4442855045
Row642,9565435.001933398
Row646,5887345.307585415
Row649,11331553.96611452
Row651,10907452.26092093
Row652,5954843.26027645
Row653,5887345.307585415
Row658,15711680.07028184
Row661,5839521.3757920135
Row663,15748269.671636363
Row667,5049575.705283847
Row674,5887345.307585415
Row676,6483651.0027289055
Row681,54810752.5418725
Row683,6880067.501481412
Row684,55619882.76799963
Row685,55324560.04552907
Row686,13036706.708431188
Row695,8961022.7330711
Row699,7487024.92357849
Row704,5807112.286348713
Row711,10485587.789512437
Row714,7516615.038989833
Row719,5826141.359255898
Row722,5887345.307585415
Row725,5954843.26027645
Row727,5900555.836750162
Row728,5797326.805400494
Row734,5900555.836750162
Row736,8709005.55354828
Row739,6339325.96565205
Row741,55824803.40704657
Row742,56067129.08301294
Row745,55896856.26298028
Row752,7541429.989108553
Row756,7243427.960022129
Row759,8440325.422349595
Row760,6909775.093291298
Row762,55733618.24706503
Row766,5887345.307585415
Row770,6293263.020759216
Row773,55690795.1383553
Row776,7101120.062043158
Row785,6462255.5491033
Row790,5887345.307585415
Row795,5954843.26027645
Row801,15725472.087217202
Row805,5954843.26027645
Row806,5922434.17083315
Row809,10939152.006924808
Row812,6740933.898769128
Row816,5887345.307585415
Row823,6967188.326580922
Row828,5954843.26027645
Row831,7487024.92357849
Row836,5887345.307585415
Row840,55559730.03382748
Row842,6149736.02970127
Row843,5887345.307585415
Row847,6232008.283501267
Row852,5887345.307585415
Row858,6544518.914878128
Row861,8297945.493827777
Row864,56012956.96053678
Row866,9200567.286937231
Row867,5900555.836750162
Row868,6625612.014284691
Row869,12179027.435014272
Row876,7891881.74387016
Row878,5887345.307585415
Row887,7125885.340884577
Row888,5803472.578231472
Row889,5900555.836750162
Row892,7264330.329925762
Row893,11992343.21329283
Row894,6740933.898769128
Row898,5907019.328483048
Row899,9212968.007314663
Row902,6016097.997534399
Row904,5922434.17083315
Row906,6535114.642639549
Row907,5954843.26027645
Row909,6181329.884655734
Row911,5887345.307585415
Row912,55487959.5574979
Row915,5954843.26027645
Row917,5939733.350799012
Row921,55180704.18753655
Row926,11303865.996988123
Row939,6625612.014284691
Row940,5954843.26027645
Row943,53718298.78241005
Row944,7544590.9043189855
Row945,5854936.218142115
Row951,11650289.059674617
Row968,9935129.470607426
Row969,8776158.19018371
Row970,17758610.76276507
Row973,5887345.307585415
Row976,5954843.26027645
Row984,6858229.931768997
Row985,55366553.787817895
Row986,10552324.494728897
Row987,7800036.348909611
Row990,5887345.307585415
Row993,5954843.26027645
Row994,7264330.329925762
Row996,7078325.627827478
Row997,20099153.90965015
Row998,21254580.596162274
Row1002,6273557.822538271
Row1005,8746796.599538842
Row1007,6106864.618233038
Row1008,11565582.663878992
Row1009,8799660.437270435
Row1011,9899456.900872432
Row1013,5900555.836750162
Row1018,6461254.170440379
Row1021,6756703.098022859
Row1023,11103591.792801345
Row1025,5954843.26027645
Row1027,5954843.26027645
Row1034,18184759.145970084
Row1035,55449115.20659722
Row1037,6474081.105032045
Row1038,8278963.126548929
Row1039,56081375.07894734
Row1040,5887345.307585415
Row1042,8323012.254749581
Row1048,55783160.81071244
Row1051,7280896.748252869
Row1054,8304726.147019277
Row1061,5803472.578231472
Row1065,54752661.255690776
Row1066,6906081.8281607
Row1069,8654421.609007869
Row1071,16157660.360136142
Row1073,8216198.61596531
Row1079,10657504.692869736
Row1080,56715319.84497322
Row1090,5954843.26027645
Row1100,5887345.307585415
Row1101,5887345.307585415
Row1107,5954843.26027645
Row1110,55915209.99581276
Row1111,55586551.76444925
Row1113,23961416.79158369
Row1114,5954843.26027645
Row1115,5887345.307585415
Row1120,6273557.822538271
Row1121,5887345.307585415
Row1122,9008556.901956225
Row1132,5626481.325948024
Row1134,5954843.26027645
Row1142,8822110.866164405
Row1143,5954843.26027645
Row1151,12041891.272273246
Row1153,12329196.390549904
Row1156,6366489.5545742735
Row1158,55245607.29504402
Row1159,55159394.90619402
Row1160,10265293.743857903
Row1164,6390178.277531179
Row1174,17758610.76276507
Row1176,13992831.691026324
Row1177,4954672.858839256
Row1180,18030296.889581256
Row1182,7836234.920526715
Row1190,6829053.23415037
Row1196,10862729.029660072
Row1197,9507647.0822973
Row1201,10110094.853028905
Row1203,8087168.14588505
Row1207,11524145.399276176
Row1208,7196832.377234727
Row1220,5954843.26027645
Row1225,53768013.27057085
Row1233,5973890.273224078
Row1237,9070599.93325318
Row1238,9008880.92653491
Row1239,6790731.979077962
Row1252,54565910.696073495
Row1257,5468199.380571514
Row1262,8358465.483526078
Row1268,5887345.307585415
Row1271,9565435.001933398
Row1278,5887345.307585415
Row1279,7297900.44201712
Row1282,9966609.537507862
Row1283,4974084.352512981
Row1284,9131009.081768692
Row1288,15468079.842107618
Row1289,17758610.76276507
Row1291,11110198.842601052
Row1293,55783540.90699111
Row1296,8030825.053735104
Row1301,47781464.73220212
Row1302,6409225.290478806
Row1303,5439686.135016104
Row1305,6848100.247097997
Row1306,5966293.177007614
Row1310,7250001.919889038
Row1311,5810537.33456524
Row1312,5954843.26027645
Row1318,8989375.392795363
Row1320,5887345.307585415
Row1321,5954843.26027645
Row1328,5839521.3757920135
Row1330,8709005.55354828
Row1332,7264330.329925762
Row1333,56427762.16188906
Row1334,7596099.084614824
Row1335,55750469.22363819
Row1336,5954843.26027645
Row1344,5677056.118165752
Row1345,6328923.54027323
Row1353,5839521.3757920135
Row1354,5787851.247378808
Row1355,8325794.106102097
Row1356,5919602.849697789
Row1357,7038264.219490123
Row1362,5854936.218142115
Row1365,5887345.307585415
Row1374,9058126.791183935
Row1375,5887345.307585415
Row1376,56148559.048889175
Row1379,52051800.9998876
Row1380,55757888.29417163
Row1381,7111866.827458486
Row1385,5954843.26027645
Row1389,11524145.399276176
Row1392,6673435.946078094
Row1394,5887345.307585415
Row1395,5887345.307585415
Row1397,5887345.307585415
Row1405,55298453.85859636
Row1413,6335890.85400489
Row1416,5954843.26027645
Row1420,5954843.26027645
Row1421,8917679.468095347
Row1423,55987244.01407522
Row1428,7443123.854855619
Row1429,6365341.757746127
Row1433,55359256.24215349
Row1439,5900555.836750162
Row1440,6529175.158976683
Row1443,6909977.995819202
Row1444,8258840.625466675
Row1451,5887345.307585415
Row1452,5887345.307585415
Row1455,9254772.808291577
Row1456,6393613.389178338
Row1457,7101120.062043158
Row1461,7904761.5818704115
Row1462,5626481.325948024
Row1466,6257053.711852054
Row1468,5887345.307585415
Row1475,5887345.307585415
Row1476,5887345.307585415
Row1479,55730895.74911512
Row1488,15456486.297360623
Row1489,5887345.307585415
Row1491,6286728.969881711
Row1493,6289808.303437888
Row1496,8998319.730509277
Row1502,5887345.307585415
Row1503,5887345.307585415
Row1506,5887345.307585415
Row1509,14042120.959663335
Row1511,6518329.780312969
Row1512,8669861.204684045
Row1514,56247279.66636723
Row1516,7836234.920526715
Row1520,16024816.547831723
Row1522,55418783.79671832
Row1523,7986605.352938345
Row1526,56141192.92743559
Row1542,8252475.081717193
Row1543,7528071.534443805
Row1557,7044669.82112184
Row1559,56250496.484312855
Row1562,7168618.014734194
Row1563,5839521.3757920135
Row1566,7931110.435098986
Row1567,7391148.639198191
Row1569,4758829.019710183
Row1570,7053296.130249758
